Author	Title	Journal	ISSN	Publisher	Date	Volume	Number	Page	URL	URL(DOI)
OGIHARA Atsushi	カザフスタン共和国における学校健康教育科目「健康と生活習慣」開発の動向	日本衛生学雑誌			2011	66(2)		442	https://cir.nii.ac.jp/crid/1010282257074212620	
SAKAKIBARA Hiroaki and YAMADA Rie	中央アジアからヨーロッパ・東アジアへの打球戯伝播に関するヒストリオグラフィー-ポロ(Polo)・打毬(Dakyu)の前近代史とそれらの関連性-	福岡教育大学紀要			2011	60(5)		1-15	https://cir.nii.ac.jp/crid/1010282257091694985	
LI Zhidong	国家能源局長の中央アジア歴訪の意味	日本エネルギー経済研究所IEEJ NEWSLETTER			2011	No.95			https://cir.nii.ac.jp/crid/1010282257149675588	
HIWATARI MASATO	ウズベキスタンの経営文化－開発論における共同体像とマハッラの共同体像	ロシア・ユーラシアの経済と社会			2011	951		19-33	https://cir.nii.ac.jp/crid/1010282257158042378	
片倉 奈美	旧ソ連における国家語概念に関する一考察-クルグズ(キルギス)共和国における地位計画を事例として-	スラヴィアーナ			2011	2(印刷中)			https://cir.nii.ac.jp/crid/1010282257464047744	
平田, 昌弘	ユーラシア大陸の乳加工技術と乳製品 : 第9回 中央アジア-カザフスタンの事例	New Food Industry	0547-0277	食品資材研究会	2011	53	9	71-82	https://cir.nii.ac.jp/crid/1050845762514008448	
Kawano, Asuka	<Research Reports>Higher Education Reform and International Student Policy in Kazakhstan during Post Soviet Period : Focusing on the Impact of Europe and Asian Countries	Research bulletin of educational organization		筑波大学教育制度研究室	2011-02	6		1-12	https://cir.nii.ac.jp/crid/1050282677530193920	
鈴木, 祐恵 and 彦, 聖美 and 浅見, 洋 and 金川, 克子 and 伴, 真由美 and 西村, 真実子 and 大木, 秀一 and 木水, 蔦代	タジキスタン共和国国別研修の「母と子のすこやか支援プロジェクト」(第1フェーズ)の成果とその評価 2005〜2007年度における研修員のアンケート調査より	石川看護雑誌 = Ishikawa Journal of Nursing	1349-0664	石川県公立大学法人 石川県立看護大学	2011-03	8		127-137	https://cir.nii.ac.jp/crid/1050564287589746560	
渡邊, 知釈 and Watanabe, Tomoseki	JFL環境におけるピア・ラーニングを前提としたモノリンガル教師による日本語通訳入門コースの考察 ―キルギス共和国日本人材開発センターにおける実践を通して―	群馬大学国際教育・研究センター論集	2185-8209	群馬大学国際教育・研究センター	2011-03	10		59-75	https://cir.nii.ac.jp/crid/1050845762596410496	
富田, 寿代 and 水谷, 令子 and Hisayo, TOMITA and Reiko, MIZUTANI	ウズベキスタン南東部の生活用水	鈴鹿国際大学紀要Campana = Suzuka International University journal campana	1342-8802		2011-03-20	17		117-126	https://cir.nii.ac.jp/crid/1050282812619847936	
蓮見, 雄	EUと中央アジア : 欧州近隣諸国政策を超えて	経済学季報	0288-3457	立正大学経済学会	2011-03-20	60	3/4	111-172	https://cir.nii.ac.jp/crid/1050845762529271424	
荒瀬, 輝夫 and 泉山, 茂之 and 渡辺, 悌二 and マクサト, アナルバエフ	Survey of alpine steppe vegetation in the Koyondu Valley, Sarychat-Ertash State Reserve in the northern tian Shan Mountains of the Kyrgyz Republic	信州大学農学部AFC報告	1348-7892	信州大学農学部	2011-03-25	9		75-82	https://cir.nii.ac.jp/crid/1050001338921011584	
加藤, 志津子	カザフスタンの企業システムの現状-2010年3月のアスタナでの調査を中心として-	明治大学社会科学研究所紀要	0389-5971	明治大学社会科学研究所	2011-03-25	49	2	67-82	https://cir.nii.ac.jp/crid/1050013109569462144	
齋藤, 篤	カザフスタン共和国における学校健康教育に関する研究	人間科学研究	1880-0270	早稲田大学人間科学学術院	2011-03-26	24	1	52-52	https://cir.nii.ac.jp/crid/1050001202469111040	
小田桐, 奈美	旧ソ連地域における国家語概念に関する一考察 : クルグズ(キルギス)共和国における地位計画を事例として	スラヴィアーナ = Slaviana		日本スラヴ人文学会	2011-03-31	2		47-68	https://cir.nii.ac.jp/crid/1050282813836352768	
山部, 能宜 and ヤマベ, ノブユキ and Yamabe, Nobuyuki	公開講演 中央アジアにおける禅観の実践について	駒澤大学佛教学部論集		駒澤大学仏教学部研究室	2011-10	42		1-29	https://cir.nii.ac.jp/crid/1050001338237589504	
宮治, 昭	バーミヤーンの涅槃図 : ガンダーラ美術の中央アジア的変容	龍谷大學論集	02876000	龍谷学会	2011-10-01	478		1	https://cir.nii.ac.jp/crid/1050008156633642880	
松下, 聖	「バイリンガル作家」としてのチンギス・アイトマートフ : ロシア語文中におけるキルギス語語彙の使用に関する一考察	スラヴィアーナ = Slaviana		日本スラヴ人文学会	2011-11-30	3		29-42	https://cir.nii.ac.jp/crid/1050845763789777664	
UYAMA Tomohiko	タジキスタン内戦と和平	帯谷知可・北川誠一・相馬秀廣編『中央アジア（朝倉世界地理講座5）』朝倉書店			2012	-		285-296	https://cir.nii.ac.jp/crid/1010000782027046534	
YAMANE So	―大地と人間の物語―５ 中央アジア	『朝倉世界地理講座』朝倉書店			2012	-		274-285	https://cir.nii.ac.jp/crid/1010000782027046539	
UYAMA Tomohiko	カザフスタンにおけるジュト(家畜大量死):文献資料と気象データ(19世紀中葉～1920年代)	中央ユーラシア環境史1環境変動と人間(窪田順平監修、奈良間千之編)(臨川書店)			2012	1		240-258	https://cir.nii.ac.jp/crid/1010000782027046680	
OKADA Yoshihiro	4 ～ 8 世紀中央アジア古文書用紙に用いられた填料・糊料に用いられた雑穀および小麦澱粉	日本文化財科学会第 29 回大会研究発表要旨集			2012	１号		228-229	https://cir.nii.ac.jp/crid/1010000782074457990	
HANAOKA Shinya	中央アジアを対象とした内陸国貨物輸送における港湾アクセス	日本物流学会誌			2012	20巻,(掲載決定)			https://cir.nii.ac.jp/crid/1010000782076775040	
USUYAMA Toshinobu	中央アジアの言語状況とグローカルパラダイムシフト、『国際学術会議「文明のクロスロード9-言葉・文化・社会の様相-」予稿集』	国際学術会議報告書			2012			30-31	https://cir.nii.ac.jp/crid/1010000782077614208	
USUYAMA Toshinobu	グローカル化する中央アジアの社会と言語状況、『第3回高麗大學校・筑波大学合同フォーラム』	国際会議報告書			2012			11-18	https://cir.nii.ac.jp/crid/1010000782077614209	
TANIGUCHI Yoko	中央アジア・バーミヤーン仏教壁画の分析(1)シンクロトロン放射光を用いたSR-μFTIR, SR-μXRF/SR-μXRD分析	国立歴史民俗博物館研究報告			2012	第177号		29-80	https://cir.nii.ac.jp/crid/1010000782092638208	
TANIGUCHI Yoko	中央アジア・バーミヤーン仏教壁画の分析(2)GC/MS, ELISA法による有機物質の同定	国立歴史民俗博物館研究報告			2012	第177号		81-106	https://cir.nii.ac.jp/crid/1010000782092638209	
ISOGAI Ken'ichi	近代中央アジア・イスラーム法廷文書の世界	地理と歴史			2012	661		21-30	https://cir.nii.ac.jp/crid/1010000782148216856	
HAYASHI Shuya	転換期のウズベキスタン競争法	独占禁止法の国際的執行‐グローバル化時代の域外適用のあり方			2012			259-302	https://cir.nii.ac.jp/crid/1010000782148279823	
SASAKI Shin	オスマン帝国と中央アジア:アリ・スアーヴィーのまなざしから	海外事情			2012	60(9)		49-60	https://cir.nii.ac.jp/crid/1010000782158371328	
WATANABE Shino	中国の中央アジア外交―安全保障、資源エネルギー、経済面での協力と今後の課題―	海外事情			2012	60巻9号		32-48	https://cir.nii.ac.jp/crid/1010000782158796430	
	転換期のウズベキスタン競争法--現状と課題	土田和博編著『独占禁止法の国際的執行 』(日本評論社)所収			2012			259-302	https://cir.nii.ac.jp/crid/1010000782181113479	
TANIGUTI Yoko	「油彩画」の起源と展開について-中央アジア仏教壁画の彩色技法・材料から	「≪色彩に関する領域横断シンポジウム」報告 きらめく色彩とその技法 工房の実践プラクティスを問う-東西調査報告からみる色彩研究の最前線-」『大阪大谷大学文化財学科調査研究報告書 第1冊』大阪大谷大学文化財学科編			2012	1		115-141	https://cir.nii.ac.jp/crid/1010000782201175311	
MORIYA Seiji	小学校低学年からの代数の指導について-カザフスタンの教科書を参考に-	数学教育学会誌臨時増刊 2012年度数学教育学会秋季例会発表論文集			2012	臨時増刊		23-25	https://cir.nii.ac.jp/crid/1010000782207363844	
KAWABATA Yoshiko	中央アジアのアラル海の縮小が、漁業資源、農業、食料生産に及ぼす影響について	日本海水学会誌			2012	66		79-85	https://cir.nii.ac.jp/crid/1010282257015425797	
YOSHIDA Setsuko	家屋を建てる-旧ソ連中央アジア北部クルグズ農村における世帯形成とキョウダイ	共存の論理と倫理			2012			73-95	https://cir.nii.ac.jp/crid/1010282257041681038	
KONAGAYA Yuki	中央ユーラシアの社会主義的近代化―カザフスタンとモンゴルの対比から	中央アジア環境史			2012	3		5-22	https://cir.nii.ac.jp/crid/1010282257041681171	
YOSHIDA Setsuko	現代中央アジア農村の商売と親族－北部クルグスタンの事例から	公共圏と親密圏			2012	4		217-240	https://cir.nii.ac.jp/crid/1010282257041681285	
OOSAKI Noriko	チュルク語動詞受動形の受動以外の用法について-キルギス語類義語動詞の意味用法の比較から-	チュルク諸語研究のスコープ			2012			21-40	https://cir.nii.ac.jp/crid/1010282257043539332	
OOSAKI Noriko	チュルク語動詞受動形の受動以外の用法について―キルギス語類義語動詞の意味用法の比較から―	『チュルク諸語研究のスコープ』（渓水社）			2012	-		21-40	https://cir.nii.ac.jp/crid/1010282257043539488	
UYAMA Tomohiko	カザフスタンにおけるジュト(家畜大量死):文献資料と気象データ(19世紀中葉～1920年代)	窪田順平監修、奈良間千之編『中央ユーラシア環境史1環境変動と人間』臨川書店			2012			240-258	https://cir.nii.ac.jp/crid/1010282257045568900	
HORIKAWA Toru	中央アジア文化における連続性について--テュルク化をめぐって--、森部豊他編	『アジアにおける文化システムの展開と交流』関西大学出版部			2012			35-56	https://cir.nii.ac.jp/crid/1010282257045645322	
HORIKAWA Toru	イスラームの展開（中央アジア）	世界宗教百科事典			2012	1		638-639	https://cir.nii.ac.jp/crid/1010282257045645444	
HORIKAWA Toru	中央アジア文化における連続性について--テュルク化をめぐって--	アジアにおける文化システムの展開と交流(森部豊他編)(関西大学出版部)			2012			35-56	https://cir.nii.ac.jp/crid/1010282257045645450	
	19世紀前半コーカンド・バーン国の遣露使節とロシア帝国の中央アジア政策	アジア史学論集			2012	第5号		1-18	https://cir.nii.ac.jp/crid/1010282257045652493	
KAWANO ASUKA	中央アジア諸国における伝統的教育の復興と地域社会教育―実践と評価の観点から―	社会教育研究年報			2012	第26号		29-39	https://cir.nii.ac.jp/crid/1010282257120963491	
	キルギス共和国チュー河流域の考古調査	考古学が語る古代オリエント			2012	19(招待講演)		96-92	https://cir.nii.ac.jp/crid/1010282257130441990	
MORIYA Seiji	小学校低学年からの代数の指導について-カザフスタンの教科書を参考に-	2012年度数学教育学会秋季例会発表論文集数学教育学会誌臨時増刊			2012	1		23-25	https://cir.nii.ac.jp/crid/1010282257133030690	
LI Zhidong	天然ガスの安定供給確保に本腰, 中央アジアから800 億m^3調達へ	日経エコロジー			2012			97	https://cir.nii.ac.jp/crid/1010282257149675535	
SHIMIZU Katsuyuki	カザフスタン・イリ川下流域灌漑地区における地下水位変動特性とその要因に関する研究	農業農村工学会論文集			2012	283		51-56	https://cir.nii.ac.jp/crid/1010282257178240389	
諫早 庸一	イランにおける中央アジア史研究の一側面--議会図書館発行の専門誌からの視界--	日本中央アジア学会報			2012	8		59-72	https://cir.nii.ac.jp/crid/1010282257468694155	
アクマタリエワ, ジャクシルク and AKMATALIEVA, Jakshylyk	キルギス語―データ:「ヴォイスとその周辺」	語学研究所論集 (Journal of the Institute of Language Research)	1341-9846	東京外国語大学語学研究所	2012	17		212-219	https://cir.nii.ac.jp/crid/1050001337708313088	
村上, 智見	中央アジアのチャチ出土織物類について	ラーフィダーン = al-Rāfidān	0285-4406	国士舘大学イラク古代文化研究所	2012	33		15-23	https://cir.nii.ac.jp/crid/1050564287668872064	
シガブディノフ, リナット[著] and 高橋, 巖根[訳・解説] and タカハシ, イワネ	中央アジアのタタール人 : 第1章 中央アジアのタタール人の活動	流通経済大学社会学部論叢			2012-03	22	2	193-205	https://cir.nii.ac.jp/crid/1050001202942372864	
高橋, 巖根 and タカハシ, イワネ	独立後の中央アジア	流通經濟大學論集	03850854	Ryutsu Keizai University	2012-03	46	4	73 (215)-84 (226)	https://cir.nii.ac.jp/crid/1050001202942577920	
Arase, T. and Izumiyama, S.	Survey of alpine vegetation near the forest line in the Ertash Valley of the Sarychat -Ertash State Reserve in the northern Tian Shan Mountains, Kyrgyz Republic	信州大学農学部AFC報告	1348-7892	信州大学農学部	2012-03		10	145-151	https://cir.nii.ac.jp/crid/1050001338738217856	
Nakamura, M. and Sakashita, A.	Agricultural reform in Tajikistan and the role of agrarian organizations	北海道大学農經論叢	0385-5961	北海道大学大学院農学研究院	2012-03	67		47-61	https://cir.nii.ac.jp/crid/1050001338739490688	
福島, 恵 and Megumi, Fukushima	唐の中央アジア進出とソグド系武人 : 「史多墓誌」を中心に	研究年報 = The annual collection of essays and studies, Faculty of Letters	0433-1117	學習院大學文學部	2012-03	59		27-54	https://cir.nii.ac.jp/crid/1050282812989561728	
森岡, 修一	中央アジアにおける教育と発展 : ウズベキスタンの社会変動に関するケース・スタディーを中心に	コミュニケーション文化論集	13479423	Otsuma Women's University	2012-03	10		41-63	https://cir.nii.ac.jp/crid/1050573560443184000	
古庄, 浩明	「ワークショップ・ウズベキスタンにおける文化遺産保存修復技術実技講習」について	21世紀アジア学研究	2186-3709	国士舘大学21世紀アジア学会	2012-03	10		43-55	https://cir.nii.ac.jp/crid/1050845762644706048	
久保, 公二	中央アジアのシャトル交易―貿易政策への含意―	国際関係学研究 = The Study of International Relations	0389-052X		2012-03-08	38		33-42	https://cir.nii.ac.jp/crid/1050564288194918144	
富田, 寿代/ 水谷 令子 and Hisayo/ MIZUTANI Reiko, TOMITA	カザフスタン南東部の水	鈴鹿国際大学紀要Campana = Suzuka International University journal campana	1342-8802		2012-03-20	18		65-73	https://cir.nii.ac.jp/crid/1050564287596562048	
大津, 定美	<書評>堀江典生 編著『現代中央アジア・ロシア移民論』(ミネルヴァ書房、二〇一〇年)	JCAS Review	1349-5038	京都大学地域研究統合情報センター	2012-03-30	12	2	220-225	https://cir.nii.ac.jp/crid/1050003824805077120	
今堀, 恵美	ウズベキスタンの刺繍業におけるキンドレッド貢献の逆説	人文学報. 社会人類学分野	0386-8729	首都大学東京都市教養学部人文・社会系 東京都立大学人文学部	2012-03-30	453		63-81	https://cir.nii.ac.jp/crid/1050845763839708928	
Ahtamova, Iroda	日本企業で働く在日ウズベキスタン・ムスリムから見た異文化間葛藤と異文化教育の課題についての事例的研究	上智大学教育学論集	02870576	上智大学総合人間科学部教育学科	2012-03-31		46	49-60	https://cir.nii.ac.jp/crid/1050564289113620480	
Sono, Fumoto	<Fieldwork news> Getting Married over the Phone: The Case of Uzbekistan	Asian and African Area Studies	1346-2466	京都大学大学院アジア・アフリカ地域研究研究科	2012-09	12	1	133-136	https://cir.nii.ac.jp/crid/1050282810721827840	
TOUGE, Yoshiya and TANAKA, Kenji and KOJIRI, Toshiharu and HAMAGUCHI, Toshio	Reproducing Shrinking of the Aral Sea by Land Surface Analysis Considering the Impacts of Expanding Irrigated Area in Central Asia	Disaster Prevention Research Institute Annuals. B	0386-412X	京都大学防災研究所	2012-09-30	55	B	571-577	https://cir.nii.ac.jp/crid/1050282810719181440	
須田, 将	スターリンの大テロルとウズベキスタン共産党	Slavic Eurasia Papers		北海道大学スラブ研究センター	2012-11	5		172-193	https://cir.nii.ac.jp/crid/1050564288966645888	
風戸, 真理	ポスト社会主義国における職業と人生選択 : カザフスタンのある朝鮮人の事例より	神戸山手大学紀要	1345-3556	神戸山手大学	2012-12-20	14		97-107	https://cir.nii.ac.jp/crid/1050287525742928896	
IGARASHI Noriko and KUMO Kazuhiro	タジク女性の声-タジキスタンミクロサーベイより-	ロシア・ユーラシアの経済と社会			2013	第965号		2-25	https://cir.nii.ac.jp/crid/1010000782116342400	
ISOGAI Ken'ichi	近代中央アジア・イスラーム法廷文書の世界	歴史と地理			2013	661		21-30	https://cir.nii.ac.jp/crid/1010000782148216706	
ISOGAI Ken'ichi	近代中央アジア・イスラーム法廷文書の世界	歴史と地理世界史の研究			2013	661		21-30	https://cir.nii.ac.jp/crid/1010000782158404993	
Fukushima Megumi	唐の中央アジア進出とソグド系武人―「史多墓誌」を中心に―	学習院大学文学部研究年報			2013	59		27-54	https://cir.nii.ac.jp/crid/1010000782180960519	
FUJIMOTO Toko	中央アジアの日本人抑留者	月刊みんぱく			2013	37（9）		21	https://cir.nii.ac.jp/crid/1010000782196101253	
FUJIMOTO Toko	大草原の小さな博物館 : カザフスタンにおける博物館活動と教育活動をつなぐ試み	月刊みんぱく			2013	37(3)		14-15	https://cir.nii.ac.jp/crid/1010000782196101279	
TANIGUTI Yoko	「油彩画」の起源と展開について ―中央アジア仏教壁画の彩色技法・材料から―	『大阪大谷大学文化財学科調査研究報告書 第１冊』			2013	1		115-141	https://cir.nii.ac.jp/crid/1010000782201175304	
